url,title,section,description,subtitle,location,body_content,publication_date,category,scraped_at
https://www.channelnewsasia.com/singapore/circle-line-mrt-shorter-hours-weekends-6017886,Shorter Circle Line weekend services from Apr 11 ahead of final three station openings,Singapore,"Trains will end earlier on Saturdays and resume later on Sundays, following tunnel strengthening works that are set to complete ahead of schedule.","Trains will end earlier on Saturdays and resume later on Sundays, following tunnel strengthening works that are set to complete ahead of schedule.",SINGAPORE,"Circle Line train services will run shorter hours on weekends from Apr 11 to May 17 for testing ahead of the opening of three new stations, the Land Transport Authority (LTA) and SMRT said on Thursday (Mar 26). During this period, shuttle bus services will be provided from 5am to 9am on Sundays. Commuters will pay the same fares for the shuttle buses as they would for train travel. CNA Games Guess Word Crack the word, one row at a time Buzzword Create words using the given letters Mini Sudoku Tiny puzzle, mighty brain teaser Mini Crossword Small grid, big challenge Word Search Spot as many words as you can Show More Show Less The two routes and intervals are: Shuttle 36 will operate between HarbourFront and Bishan stations, at intervals of seven to 10 minutes. Shuttle 37 will operate between Bishan and Promenade stations, at intervals of three to five minutes. The two routes and intervals are: The integration testing for Circle Line Stage 6 can only be carried out after tunnel strengthening works are completed, as it requires the entire line to be available for testing, the authorities said. Stage 6 comprises three underground stations – Keppel, Cantonment and Prince Edward Road – closing the loop between HarbourFront and Marina Bay stations. The upcoming service adjustments follow tunnel strengthening works along the Circle Line, which are set to be completed ahead of schedule. The scheduled service disruption, which began on Jan 17, has seen trains operating on a single platform between Mountbatten, Dakota and Paya Lebar stations. Originally slated to finish on Apr 19, the tunnel strengthening works are now expected to be completed by Apr 10. With the resumption of normal Circle Line service at these stations, peak period shuttle buses will operate at reduced frequency before ceasing operation after Apr 13. Speaking to journalists at Dakota MRT station, Acting Transport Minister Jeffrey Siow said the tunnel strengthening works are “very tough, very complicated work”, with many workers involved, even through the Ramadan period. “They managed to bring forward the completion of the project, which I think is a significant achievement, while doing so very safely,” Mr Siow said. Mr Siow also spoke about how the Middle East conflict has affected Singapore’s transportation industry. “The situation does have an impact on our transport sector, whether it's air, sea or land.” He said the ministry is working to ensure fuel supply remains stable, noting that stockpiles are not being eroded and supply lines remain open. On rising fuel prices, he said some of the impact has been absorbed by the market, with airlines raising ticket prices and some platform operators providing subsidies to drivers and delivery workers. He added that the ministry is watching the situation closely to assess if government intervention is needed.",26 Mar 2026 01:00PM(Updated: 26 Mar 2026 02:08PM),Singapore,2026-03-26T20:45:22.404465
https://www.channelnewsasia.com/singapore/facial-recognition-motorcyclists-immigration-clearance-land-checkpoints-woodlands-tuas-6015726,Singapore to roll out facial recognition for motorcyclists at land checkpoints after trials,Singapore,"Singapore residents, long-term pass holders and foreign visitors who have previously entered Singapore will be able to use the facial recognition feature.","Singapore residents, long-term pass holders and foreign visitors who have previously entered Singapore will be able to use the facial recognition feature.",SINGAPORE,"The Immigration and Checkpoints Authority (ICA) will roll out facial recognition to all automated motorcycle lanes at Singapore's land checkpoints, following trials. Facial images will replace fingerprints as the primary biometric identifier. Since January, ICA has been conducting trials to use facial recognition for immigration clearance at some motorcycle lanes in the arrival zone of Woodlands Checkpoint. From Mar 31, this will be rolled out to 18 automated motorcycle lanes in the arrival zone of Woodlands Checkpoint, before it is extended to all 70 automated motorcycle lanes there. The move is part of ICA's plan to provide a more seamless and secure immigration clearance experience for travellers, said Superintendent Eliane Chee, senior assistant director of the operations development branch at ICA. ""This is especially useful on rainy days, when wet fingerprints are harder to detect,"" she added. CNA Games Guess Word Crack the word, one row at a time Buzzword Create words using the given letters Mini Sudoku Tiny puzzle, mighty brain teaser Mini Crossword Small grid, big challenge Word Search Spot as many words as you can Show More Show Less Singapore residents, long-term pass holders and foreign visitors who have previously entered Singapore will be able to use the facial recognition feature. First-time foreign visitors and those re-entering Singapore with a different passport from their previous trip will need to undergo manual immigration clearance, where their faces and fingerprints will be scanned and recorded. They will then be able to clear immigration through the automated motorcycle lanes using the QR code generated via the MyICA mobile app and facial recognition for subsequent trips. More than 150,000 motorcyclists and pillion riders took part in the trials, and their feedback was used to improve the clearance experience, ICA said. ""Based on the feedback and ground observations, ICA has enhanced the system’s ability to detect when facial features are obstructed – for example, by face masks or sunglasses – and introduced on-screen prompts to guide motorcyclists and pillion riders to remove these obstructions to enable facial scanning,"" said the authority. ""ICA would like to encourage more motorcyclists and pillion riders to use QR codes generated via the MyICA mobile application for convenient passport-less immigration clearance,"" said the authority. As more travellers adopt QR code clearance, overall traffic movement through the checkpoints will speed up, reducing waiting time, it added. ""Travellers must continue to carry their passport as ICA may still require them to produce their passport for verification. ""They must also update their QR code if they have changed their passport. Otherwise, the QR code will be rejected during immigration clearance,"" said ICA.",26 Mar 2026 12:00PM(Updated: 26 Mar 2026 05:04PM),Singapore,2026-03-26T20:45:24.578989
https://www.channelnewsasia.com/singapore/nuclear-power-safety-nea-commission-studies-6017766,Singapore to commission three studies on nuclear safety and environmental impact,Singapore,"The studies, commissioned by the National Environment Agency, will examine international safety standards and regulatory frameworks, as well as environmental considerations tied to nuclear power facilities.","The studies, commissioned by the National Environment Agency, will examine international safety standards and regulatory frameworks, as well as environmental considerations tied to nuclear power facilities.",SINGAPORE,"The National Environment Agency (NEA) will commission three studies on nuclear safety and the environmental impact of such power facilities, as Singapore continues to assess the potential use of nuclear energy. The studies will examine international safety standards and regulatory frameworks, as well as environmental considerations tied to nuclear power facilities, including how to safeguard public health and prevent accidents. ""These studies will complement the ongoing study commissioned by the Energy Market Authority (EMA) to evaluate the safety performance and technical feasibility of advanced nuclear energy technologies,"" NEA said in a media release on Thursday (Mar 26). Singapore has said it has not made any decision on deploying nuclear energy, but is closely monitoring global developments and strengthening its expertise in the field. CNA Games Guess Word Crack the word, one row at a time Buzzword Create words using the given letters Mini Sudoku Tiny puzzle, mighty brain teaser Mini Crossword Small grid, big challenge Word Search Spot as many words as you can Show More Show Less The studies commissioned by NEA will cover three key areas: Safety standards adopted by international organisations and national regulators, including how to design and operate reactors safely, what safety systems are needed and how to prevent accidents; regulatory frameworks for nuclear facilities; and environmental considerations for the potential deployment of nuclear energy in Singapore and the region. NEA said it has been developing Singapore’s nuclear safety capabilities through close partnerships with the International Atomic Energy Agency (IAEA) and established regulatory bodies in other countries such as Finland, France and the United States, as well as regional neighbours. ""NEA’s Nuclear Safety Advisory Panel, comprising experts in nuclear and related scientific fields, provides independent advice on nuclear safety, security and safeguards,"" the agency added. ""These capabilities will also allow us to contribute to strengthen regional discussion on nuclear, to better prepare for a region with nuclear power plants. ""The studies will also support our preparations in the event that countries in our region decide to deploy nuclear power,"" NEA said. The studies commissioned by NEA will cover three key areas: Safety standards adopted by international organisations and national regulators, including how to design and operate reactors safely, what safety systems are needed and how to prevent accidents; regulatory frameworks for nuclear facilities; and environmental considerations for the potential deployment of nuclear energy in Singapore and the region. NEA said it has been developing Singapore’s nuclear safety capabilities through close partnerships with the International Atomic Energy Agency (IAEA) and established regulatory bodies in other countries such as Finland, France and the United States, as well as regional neighbours. ""NEA’s Nuclear Safety Advisory Panel, comprising experts in nuclear and related scientific fields, provides independent advice on nuclear safety, security and safeguards,"" the agency added. ""These capabilities will also allow us to contribute to strengthen regional discussion on nuclear, to better prepare for a region with nuclear power plants. ""The studies will also support our preparations in the event that countries in our region decide to deploy nuclear power,"" NEA said. In September 2025, EMA appointed the Singapore office of British firm Mott MacDonald to study advanced nuclear energy technologies. The study will take up to two years. It will evaluate the safety performance and technical feasibility of advanced nuclear energy technologies, such as small modular reactors, based on their safety features, technology maturity and commercial readiness.",26 Mar 2026 11:25AM(Updated: 26 Mar 2026 03:28PM),Singapore,2026-03-26T20:45:29.023300
https://www.channelnewsasia.com/singapore/nea-radiochemistry-lab-iaea-collaborating-centre-6018291,"Singapore’s National Radiochemistry Laboratory named IAEA collaborating centre, first in Southeast Asia",Singapore,The National Radiochemistry Laboratory will lead the development of regional radiological monitoring and emergency response capabilities.,The National Radiochemistry Laboratory will lead the development of regional radiological monitoring and emergency response capabilities.,SINGAPORE,"The National Radiochemistry Laboratory has been designated as an International Atomic Energy Agency (IAEA) collaborating centre from 2026 to 2030, said the National Environment Agency (NEA) on Thursday (Mar 26). Under the designation, the NEA laboratory will lead the development of regional radiological monitoring and emergency response capabilities. It is the first IAEA collaborating centre on radiochemistry in Southeast Asia, and joins the likes of South Korea's Institute of Nuclear Safety and Switzerland's Spiez Laboratory. ""As an IAEA partner centre, NRL will share knowledge about radiochemistry analysis – the science of measuring radioactive materials,"" said NEA, adding that the laboratory will work closely with the Singapore Nuclear Research and Safety Institute. CNA Games Guess Word Crack the word, one row at a time Buzzword Create words using the given letters Mini Sudoku Tiny puzzle, mighty brain teaser Mini Crossword Small grid, big challenge Word Search Spot as many words as you can Show More Show Less ""This will be done by combining radiochemistry analysis with environmental monitoring to support research and assess radiation exposure. Minister for Sustainability and the Environment Grace Fu said in a Facebook post that the designation recognises the expertise that Singapore has built in radiochemistry since 2017. ""As an IAEA collaborating centre, NRL will be providing training and harmonising monitoring approaches in the region,"" she said. ""This supports Southeast Asia's nuclear safety infrastructure in environmental monitoring and emergency preparedness."" The designation was formalised through an agreement signed by Mr Wong Kang Jet, NEA's chief executive officer, and Ms Najat Mokhtar, the IAEA deputy director general. It followed a review by the IAEA Committee for Coordinated Research Activities in nuclear sciences and applications, which found that the National Radiochemistry Laboratory possesses the necessary infrastructure, expertise, and established internal and regional collaborations to support the IAEA's programme in Asia Pacific. Mr Wong said: “With growing regional interest in nuclear energy to meet future energy needs, it is crucial that we work together to uphold the highest safety standards.” ""This will be done by combining radiochemistry analysis with environmental monitoring to support research and assess radiation exposure. Minister for Sustainability and the Environment Grace Fu said in a Facebook post that the designation recognises the expertise that Singapore has built in radiochemistry since 2017. ""As an IAEA collaborating centre, NRL will be providing training and harmonising monitoring approaches in the region,"" she said. ""This supports Southeast Asia's nuclear safety infrastructure in environmental monitoring and emergency preparedness."" The designation was formalised through an agreement signed by Mr Wong Kang Jet, NEA's chief executive officer, and Ms Najat Mokhtar, the IAEA deputy director general. It followed a review by the IAEA Committee for Coordinated Research Activities in nuclear sciences and applications, which found that the National Radiochemistry Laboratory possesses the necessary infrastructure, expertise, and established internal and regional collaborations to support the IAEA's programme in Asia Pacific. Mr Wong said: “With growing regional interest in nuclear energy to meet future energy needs, it is crucial that we work together to uphold the highest safety standards.” On Thursday, NEA also announced that it will commission three studies on nuclear safety and the environmental impact of such power facilities. The studies will examine international safety standards and regulatory frameworks, as well as environmental considerations tied to nuclear power facilities, including how to safeguard public health and prevent accidents. Singapore has said it has not made any decision on deploying nuclear energy, but is closely monitoring global developments and strengthening its expertise in the field.",26 Mar 2026 06:01PM(Updated: 26 Mar 2026 06:15PM),Singapore,2026-03-26T20:45:31.415063
https://www.channelnewsasia.com/singapore/middle-east-naphtha-supply-cost-rise-plastics-ingredient-medical-supplies-6018026,Middle East tensions push up cost of key plastics ingredient used in medical supplies,Singapore,"While Singapore is not facing a shortage of medical supplies, disruptions to oil flows in the Middle East are tightening the supply of naphtha, a key feedstock for many everyday plastic items.","While Singapore is not facing a shortage of medical supplies, disruptions to oil flows in the Middle East are tightening the supply of naphtha, a key feedstock for many everyday plastic items.",SINGAPORE,"A key raw material used to make everyday plastic products – including medical supplies such as syringes and catheters – is facing supply uncertainty as tensions in the Middle East disrupt global oil flows. Naphtha, a petrochemical derived from crude oil, is widely used to produce plastics found in items ranging from personal protective equipment to food packaging. Suppliers say prices of such products are already rising, with some warning that increases could reach as much as 50 per cent. However, Singapore authorities say there is no immediate shortage. It is a petrochemical liquid mixture produced during crude oil refining, and a key feedstock for plastics and other materials. These materials are then supplied to downstream industries to manufacture a wide range of products – including plastics such as polyethylene and polypropylene – which are used across multiple industries. CNA Games Guess Word Crack the word, one row at a time Buzzword Create words using the given letters Mini Sudoku Tiny puzzle, mighty brain teaser Mini Crossword Small grid, big challenge Word Search Spot as many words as you can Show More Show Less However, the ongoing conflict in Iran has threatened naphtha supplies, as much of the crude oil used by refineries in Singapore comes from the Middle East. Shipments pass through the Strait of Hormuz – a critical waterway that handles about a fifth of global oil trade. Iranian attacks targeting oil tankers have disrupted traffic through the strait, putting supply chains under strain. “When the Strait of Hormuz faces disruption, it chokes the naphtha and natural gas flow, which is the lifeblood for the petrochemical sector,” said Mr Melvin Tan, vice president of the Singapore Manufacturing Federation (SMF). He added that manufacturers are facing a “triple threat” of rising energy, logistics and raw material costs as fuel prices drive up electricity and transport expenses, while a tighter supply of feedstock like naphtha pushes up production costs. Associate Professor Goh Puay Guan from the National University of Singapore Business School said the impact of oil supply disruptions could extend beyond manufacturing and plastics. Oil by-products are also needed to produce fertilisers, which are critical for food production, he noted. He pointed to the Russia-Ukraine war, where disruptions to energy and fertiliser supplies contributed to higher fertiliser and food costs, and warned that the impact could be greater if the Middle East supply is affected, given the region’s larger share of global oil exports. Local distributors of medical equipment said some manufacturers have already raised prices due to higher raw material costs. At Medpro Medical Supplies, demand has risen and customers are buying more items as backup stock. It has also increased inventory levels for certain products in anticipation of stronger demand. Freight costs are also expected to rise, compounding the pressure. “If we continue ordering the same quantity as before, the cost could increase by about 50 per cent,” Medpro said, adding that bulk purchases may help cushion the increase. The company added that further price increases are expected, with rising material and shipping costs likely to prompt more manufacturers to adjust prices. Singapore’s Ministry of Health said there is no shortage of medical supplies, adding that public healthcare institutions maintain adequate stockpiles and have diversified sourcing strategies to ensure supply resilience. Other retailers are also monitoring the situation. “Prices and stock for pharmaceutical products are currently stable. We are monitoring the situation closely and working with our trusted suppliers to maintain supply,” said a spokesperson for pharmacy chain Guardian. To cope with the uncertainty, manufacturers are exploring alternative supply sources and shifting strategies. Mr Tan of the SMF said some firms are already seeing early signs of strain, with feedback indicating potentially longer lead times for certain chemical inputs and components, although this remains anecdotal. In response, companies are moving away from “just-in-time” supply chains towards a “just-in-case” approach, building buffer stocks and securing secondary suppliers to guard against potential disruptions. He added that firms are also exploring regional options such as the Johor-Singapore Special Economic Zone and Batam to diversify their supply chains. Such moves could help reduce reliance on a single supply source, though they are longer-term solutions and do not address immediate challenges, he noted. For now, industries remain heavily dependent on petroleum-based feedstocks. Experts say this means any prolonged disruption in oil supply could continue to push up costs across multiple sectors, with effects likely to ripple beyond manufacturing into everyday goods.",26 Mar 2026 03:05PM,Singapore,2026-03-26T20:45:33.608960
https://www.channelnewsasia.com/singapore/court-woman-mother-in-law-loan-dispute-new-evidence-husband-payments-6015626,"Court sets aside S$175,000 loan judgment against woman after new evidence of husband's payments emerges",Singapore,"A judge has ordered a full trial into a contested family loan, setting aside a previous ruling after evidence emerged of a six-figure transfer between the claimant's son and his mother.","A judge has ordered a full trial into a contested family loan, setting aside a previous ruling after evidence emerged of a six-figure transfer between the claimant's son and his mother.",SINGAPORE,"A court has set aside an earlier order requiring a woman to repay S$175,689 (US$137,300) in a loan dispute with her mother-in-law after new evidence was admitted. The previous ruling, granted by a deputy registrar in August 2025 by way of summary judgment, has been overturned after District Judge Chiah Kok Khun said in a judgment dated Mar 16 that there are now “triable issues” and that the new evidence “should be fully dealt with in a trial”. A summary judgment is a fast-track legal ruling where a judge decides a case without a full trial because the facts appear undisputed. Documents from related divorce proceedings between the woman and her husband were introduced as new evidence after the court granted permission to use them. The Family Justice Courts lifted restrictions on the use of documents from related divorce proceedings, allowing the husband’s affidavit to be relied on in the loan dispute. In a sworn statement, the husband said that he had transferred S$620,670 to his mother. He wrote that part of the amount was to “repay monies the (wife) borrowed from my mother”. As the claim of S$220,185 could have been fully satisfied through the husband’s transfers, there is now a basis to suggest that the woman may have a defence of double recovery, said District Judge Chiah. A double recovery is when a claimant is compensated more than once for the same loss or damage. In this case, it might be a double recovery if the mother-in-law were allowed to claim the same sum again. A court-imposed gag order issued on Nov 10 to protect the identity of the woman's child means that the woman, the mother-in-law and the woman's husband cannot be named. In his affidavit, the woman’s husband said he had channelled proceeds from the sale of the couple’s matrimonial home to his mother for several purposes. These included repaying a joint loan of about S$314,304 used to purchase and renovate a property, as well as S$220,185, which he said his wife owed to his mother. He also said that part of the funds was used to extend loans to two companies. Court documents showed that the sale of the matrimonial home generated more than S$815,000, including S$60,000 in option money and over S$755,000 in sale proceeds. Shortly after receiving these funds, the husband transferred a total of S$620,670 to his mother through multiple bank transfers between April and May 2024. The mother-in-law said that the transfers were unrelated to the woman’s loans and were instead repayments of separate loans her son had taken. She also said it would be unlikely for her son to prioritise paying off his wife’s debts amid ongoing divorce proceedings. However, Judge Chiah noted that the husband had not filed any affidavit in the current proceedings to explain his statements, calling his silence “revealing”. He also noted the defendant’s contention that the transfers may have had the effect of placing the funds beyond her reach. Judge Chiah said that this issue is relevant to both the loan dispute and the ongoing divorce proceedings. He also noted that while the husband had said he used the option money to repay the debt, the bank records suggest that he had used the total sum of the option money and sale proceeds instead. The dispute, reported by CNA last August, stems from nine loans that the mother-in-law allegedly extended to the woman between 2018 and 2021. Deputy Registrar Jasmin Kang previously granted summary judgment and ordered the woman to repay S$175,689, after finding that some repayments had already been made. The woman had admitted to some of the loans but disputed others, including their purpose and whether they had been repaid. District Judge Chiah questioned why the husband transferred the sale proceeds to his mother, and whether this was meant to repay the S$220,185 allegedly owed. He said that the issue “is a matter for trial”, adding that the woman should be allowed to defend the claim. The woman will be allowed to put forward a defence of double recovery at trial, including cross-examining her husband and her mother-in-law on what was agreed between them.",26 Mar 2026 03:14PM,Singapore,2026-03-26T20:45:35.809840
https://www.channelnewsasia.com/singapore/man-fracture-wife-nose-rib-affair-argument-jail-6018311,Man who fractured wife's nose and rib in arguments about his affair gets jail and caning,Singapore,"The victim reconciled with her husband after a confrontation over his affair, but his mistress later called her and said she had just slept with him, sparking another fight.","The victim reconciled with her husband after a confrontation over his affair, but his mistress later called her and said she had just slept with him, sparking another fight.",SINGAPORE,"A man who fractured his wife's nose and rib in separate arguments linked to his affair was sentenced on Thursday (Mar 26) to 11 months' jail and one stroke of the cane. The 45-year-old Singaporean man pleaded guilty to two counts of voluntarily causing grievous hurt. Another four charges, including harassment and voluntarily causing hurt, were taken into consideration. Both parties cannot be named due to gag orders on their identities. At the time of the offences, the accused was married to a 33-year-old woman. They lived together in a house with their three children. The argument turned physical and the woman tried to defend herself and hold on to her husband. The accused swung his leg up and struck his wife's nose with his knee, causing it to bleed and swell. As his wife was a nurse, she could stop the bleeding on her own. She went to a hospital where she was attended to at about 1am. She initially told the doctor that she had hit her nose against a door, as her sister-in-law had instructed her to say she had hurt her nose in a fall ""so as not to make things worse"". She was diagnosed with a nasal bone fracture and given outpatient leave along with a follow-up appointment. When she visited a specialist outpatient clinic at the hospital on Dec 31, 2018, she reported that her nose had changed shape and felt ""shaky"". A physical examination showed that she had an external nasal deformity where the middle and lower thirds of her nose were deviated towards the right. The victim was diagnosed with a closed nasal bone fracture and explained that a type of surgery was the only available option but she decided not to undergo it. After the incident, the accused moved out and stayed with his mother. The victim initially looked into getting a divorce, but they reconciled in mid-2019. She and her children then moved to stay with the accused and his mother. Sometime around Jun 20, 2019, the victim received a call from her husband's mistress. The mistress said she had just slept with the victim's husband. When the man returned home later that day, the victim confronted him, but he denied cheating on her. The victim grabbed her husband's shoulders and asked why he had cheated on her again, after telling her that he wanted to get back together. She shook his shoulders while crying and asking why he kept doing this to her. The victim continued crying and called her father. The altercation ended only when the victim's father appeared and the accused apologised to him. She told the doctor that she had slipped and fallen while taking the stairs and hit her chest against a metal pole. She did not tell the truth as she wanted to give her husband a second chance and did not want her husband to get into trouble. An X-ray revealed that the victim had suffered a broken rib. She sought 11 to 13 months' jail and at least two strokes of the cane, saying the nose fracture was in a vulnerable and critical part of the body. The man also had other charges taken into consideration for causing hurt to his wife and using abusive words. The charges altogether show a pattern of physical and verbal abuse against the victim between December 2018 and February 2022, stopping only when the divorce was finalised, said Ms Tay. The attacks that formed the subject of the two proceeded charges occurred during altercations arising out of the accused's own infidelity, she added. Despite this, the victim had twice attempted to give him another chance. ""The abuse of trust and interdependency which has occurred in this case, and the corresponding vulnerability of the victim, cannot be overstated,"" she said. For voluntarily causing grievous hurt, the man could have been jailed for up to 10 years and fined or caned per charge.",26 Mar 2026 05:56PM,Singapore,2026-03-26T20:45:37.980408
https://www.channelnewsasia.com/singapore/telco-service-disruptions-far-reaching-more-done-minimise-frequency-experts-6016071,"Impact of telco service disruptions may be far-reaching, more can be done to minimise frequency: Experts",Singapore,"Given how interconnected the world is, service outages can lead to serious real-world consequences, said experts who spoke to CNA.","Given how interconnected the world is, service outages can lead to serious real-world consequences, said experts who spoke to CNA.",SINGAPORE,"More stress tests and stricter change management controls are some of the measures telecommunication operators can take to minimise instances of mobile service outages, said experts. Singtel customers reported connectivity issues on three consecutive days last week, as well as on Monday (Mar 23). Professor Anthony Tung from the National University of Singapore’s School of Computing said that telcos could conduct more stress tests and implement better real-time monitoring of systems. “Operators need earlier warning signs. Better real-time monitoring and anomaly detection, including AI tools where useful, can help spot unusual behaviour before it becomes a larger disruption,” he added. CNA Games Guess Word Crack the word, one row at a time Buzzword Create words using the given letters Mini Sudoku Tiny puzzle, mighty brain teaser Mini Crossword Small grid, big challenge Word Search Spot as many words as you can Show More Show Less On Mar 19, Singtel Singapore CEO Ng Tian Chong apologised for the outages and said that the disruption that occurred on the first day - lasting more than nine hours - was due to a ""mechanical fault"". Separately, on Mar 17, about 2,000 customers faced mobile connectivity issues due to “a software bug from an earlier pre-planned IT system upgrade”. Following those disruptions, the company carried out some network reconfigurations to further stabilise and optimise performance, Mr Ng added. During this process, there was a brief spike in network traffic at around 5.30pm on Mar 18. However, he said that this was resolved within about an hour. Mr Ng added that these events were unrelated to one another. On Mar 19, Singtel Singapore CEO Ng Tian Chong apologised for the outages and said that the disruption that occurred on the first day - lasting more than nine hours - was due to a ""mechanical fault"". Separately, on Mar 17, about 2,000 customers faced mobile connectivity issues due to “a software bug from an earlier pre-planned IT system upgrade”. Following those disruptions, the company carried out some network reconfigurations to further stabilise and optimise performance, Mr Ng added. During this process, there was a brief spike in network traffic at around 5.30pm on Mar 18. However, he said that this was resolved within about an hour. Mr Ng added that these events were unrelated to one another. Ms Asha Hemrajani, who has worked in the telecommunications industry for over two decades, said that outages are generally not uncommon, and some of them can be prevented from a governance and design perspective. She said it is important for telcos to conduct more forced failure testing and system failure simulations, not just audits, in order to discover if their networks have any points of failure. “That’s for operators to figure out what could possibly go wrong and take steps for prevention,” said Ms Hemrajani, who is now a senior fellow at the S Rajaratnam School of International Studies (RSIS). It is also important to have strict controls for managing changes within a system, such as software upgrades, she added. Associate Professor Eric Kwon, who is from Nanyang Technological University’s business school, said that it is important to have tighter change management and maintenance discipline, because many outages have been linked to migrations, upgrades, configuration changes or delayed firmware action. Ms Camellia Chan, CEO of cybersecurity firm Flexxon, said that reducing disruptions requires both sound engineering and deliberate governance. “On the engineering front, the fundamentals remain: build redundancy, control change, and test failover regularly with scenario-based exercises. “The goal is not zero incidents - that is unrealistic - but ensuring systems fail safely and recover quickly, even when issues happen in quick succession or involve different parts of the ecosystem,” she said. Ms Chan added: “But engineering decisions do not exist in a vacuum. Governance structures determine how systems are designed, who is accountable when failures occur, and whether recovery is treated as a first-class concern rather than an afterthought. “Regulators and operators both have a role in setting those expectations clearly.” In December last year, Singtel was fined S$1 million for a landline disruption in 2024 that affected half a million users. More than 500,000 users were affected for more than four hours, including the public’s access to customer service lines for some government agencies, healthcare organisations, banks and companies. Emergency call services were also affected. In 2020, the Infocomm Media Development Authority (IMDA) fined StarHub S$210,000 and M1 S$400,000 for internet disruptions during the COVID-19 circuit breaker. Given how interconnected the world is today, service outages can lead to serious real-world consequences, experts told CNA. “The stability of telcos is very important because we’ve become a digital society,” said Ms Hemrajani. “The interdependency is the risk, it’s not just the telco, it's what the telco (services) can do, such as give us access to financial systems, government e-services."" Prof Tung said that the impact of outages goes well beyond calls and text messages. “Many people now rely on mobile networks as their primary means of accessing the internet – for payments, transport, work, and everyday services. “So even if the wider internet remains functional, mobile network disruptions can render many of these services effectively inaccessible to users,” he said. “That is why an outage can quickly disrupt daily life and business activities. It is also a reminder that important services and organisations should not rely on a single access channel, but should have fallback options in place.” He added that telcos need to be regarded as a key part of “national resilience” from both a security and an operational standpoint. “Telecommunications are high-concentration infrastructure. They underpin communications for consumers, enterprises, and critical services simultaneously, which means risks and impacts are highly concentrated in one place,” added Ms Chan. “When something goes wrong - whether through a cyberattack, a configuration error, or a supply-chain compromise - the consequences ripple across the entire ecosystem at once.” On the cybersecurity front, it was revealed earlier this year that all four of Singapore’s major telcos were the targets of a cyberattack by UNC3886. However, the authorities said that there is no evidence so far that any sensitive customer data was stolen. Mr Affandy Johan, an industry analyst from Ookla, a company that specialises in internet testing and analysis, said that telcos are “inevitably high-value targets”. “This is not specific to Singapore. Telcos serve as the connectivity layer for every other critical infrastructure sector, making them a strategic focus for sophisticated threat actors worldwide,” he said. “What stands out about Singapore is the effectiveness of its response … Singapore's detection and containment compares favourably to experiences in other markets where similar intrusions persisted for significantly longer periods before discovery.” Last month, it was announced that the government will help critical information infrastructure owners (CIIOs) defend against cyberattacks with new measures, including equipping them with proprietary threat detection systems. The proprietary tools, developed by the Centre for Strategic Infocomm Technologies (CSIT), will complement commercial threat detection systems used by CIIOs. The CSIT is a technical agency in the Ministry of Defence. Singapore’s 11 CII sectors are energy, water, banking and finance, healthcare, land transport, maritime, aviation, infocomm, media, security and emergency services and government. A Singtel spokesperson said: ""Cybersecurity and resilience are core to how Singtel designs and operates our networks and digital platforms. ""As a provider of critical infrastructure, we adopt a secure-by-design approach – embedding advanced threat detection, AI-driven monitoring and multiple layers to safeguard our systems and customers. ""We work closely with national agencies such as CSA and IMDA, and continuously strengthen our capabilities to protect against evolving threats."" In response to queries from CNA on safeguards to prevent service disruptions, StarHub said cybersecurity remains a “critical priority” and that it will continue to strengthen capabilities to safeguard customers and infrastructure. “We take our role in safeguarding Singapore’s critical infrastructure seriously and work closely with relevant authorities. As a Singapore company, we remain committed to supporting broader national resilience efforts,” said the telco spokesperson. Simba said that it has “service resiliency systems” in place and a 24/7 team monitors the network. “We have been working closely with CSA and IMDA on all matters relating to cybersecurity,” added the telco.",26 Mar 2026 06:00AM(Updated: 26 Mar 2026 08:52AM),Singapore,2026-03-26T20:45:40.159531
